Depth,DepthTo,HorizonNum,Matrix,Mottle_1,Humose,Roots,BoundaryDistinct_Text,BoundaryDistinct_Percent,BoundaryDistinct,Total_Nitrogen,pH_H2O,Exchangeable_K,Exchangeable_Mg,BaseSaturation,TextureClass,series_id,BoundaryShape_Text,BoundaryShape_Description,StoneAbundance_Text,StoneAbundance_Percent,StoneAbundance,StoneSize_Text,StoneSize_Description,StoneSize,OrganicCarbon,CEC,Exchangeable_Ca,StoneShape_Text,StructureType_Text,Sand,Silt,Clay,Plasticity_Text,Plasticity_Description,StructureGrade_Text,StructureSize_Text,StructureSize_Percent,StructureSize,RootSize_Description,RootSize_Text,RootSize,RootAbundance_Text,RootAbundance_NumPer100,RootAbundance,CaCO3_Percent,CaCO3_Text,Stickiness_Text,Stickiness_Description,StructureStrength_Text,StructureStrength_Description,PackingDensity_Text,PackingDensity_Percent,PackingDensity,Total_Carbon,LossOnIgnition,Exchangeable_Na,StoneType_Text,MottleAbundanceText1,MottleAbundancePercent1,MottleAbundance1,MottleSharpnessText1,MottleSharpnessPercent1,MottleSharpness1,MottleSizeText1,MottleSizePercent1,MottleSize1,MottleContrast1,Texture,MottleSizeText2,MottleSizePercent2,MottleSize2,MottleAbundanceText2,MottleAbundancePercent2,MottleAbundance2,MottleSharpnessText2,MottleSharpnessPercent2,MottleSharpness2,MottleContrast2
45,999.0,3,10YR51,None,0,1,,,,0.014999999664724,8.3599996566772,0.053933501243591,0.071308299899101,100.0,Sandy Loam,0310CL,,,Abundant,40-80 %,A 40-80 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,1.7300000190735,5.6104831695557,5.9383997917175,Sub angular,Single Grain ,60.0,34.0,6.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,5-15 %,Strongly visible,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,11.89999961853,,0.082000002264977,Limestone,,,,,,,,,,,Sandy,,,,,,,,,,
0,8.0,1,10YR43,,1,0,Clear,2-5 cm,C 2-5 cm,,5.5999999046326,,,44.0,,0360BU,Wavy,Pockets less deep than wide,,,,,,,7.1999998092651,43.599998474121,,,Sngblk 2 Gran,37.0,34.0,29.0,,,Moderate,Fine,5-10mm,FI 5-10mm,Medium,2-5 mm,M 2-5 mm,Many,> 20,M > 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17.0,2,10YR54,,0,0,Clear,2-5 cm,C 2-5 cm,,7.1999998092651,,,61.0,,0360BU,Wavy,Pockets less deep than wide,,,,,,,3.5999999046326,35.400001525879,,,Sub-angular blocky,40.0,31.0,29.0,,,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,35.0,3,10YR58,,0,0,Abrupt,0-2 cm,A 0-2 cm,,7.5,,,74.0,,0360BU,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,20-60 cm,Boulders,B 20-60 cm,1.3999999761581,22.799999237061,,,Massive ,38.0,28.0,34.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30.0,1,10YR33,None,1,1,Clear,2-5 cm,C 2-5 cm,0.46399998664856,7.0300002098083,0.1513639986515,0.35552400350571,100.0,Sandy Loam,0360CS,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,4.5999999046326,20.728546142578,22.386100769043,Sub angular,Crumbly,75.0,14.0,11.0,Non-plastic,No wire is formable,Weak,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,2-5 %,Visible,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,5.5100002288818,,0.090297996997833,Limestone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
30,110.0,2,None,None,0,1,,,,0.017000000923872,9.0100002288818,0.064136996865273,0.13721500337124,100.0,Sand,0360CS,,,Abundant,40-80 %,A 40-80 %,2-6 cm,Coarse gravels,C 2-6 cm,0.30300000309944,2.3004367351532,20.327100753784,Sub rounded,Single Grain ,95.0,3.0,2.0,,,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,2-5 %,Visible,,,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,9.8500003814697,,0.082000002264977,Limestone,,,,,,,,,,,Sandy,,,,,,,,,,
0,25.0,1,10YR34,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.3129999935627,4.3000001907349,0.1097478941083,0.34554046392441,21.0,Sandy Loam,0400AH,Irregular,Pockets more deep than wide,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,2.6500000953674,5.5475964546204,0.51631891727448,Angular,Sub-angular blocky,58.0,29.0,13.0,Non-plastic,No wire is formable,Weak,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.3299999237061,,0.21529377996922,Quartzite,,,,,,,,,,,Coarse loamy,,,,,,,,,,
0,3.0,1,75YR253,None,0,0,Abrupt,0-2 cm,A 0-2 cm,0.23199999332428,4.8299999237061,0.32190901041031,0.8580020070076,39.0,Sandy Loam,0400CC,Smooth,Nearly plane surface,None,0 %,N 0 %,,,,4.0300002098083,11.433206558228,2.7167799472809,,Platy,60.0,21.0,19.0,Non-plastic,No wire is formable,Weak,Very fine,< 1mm,VF < 1mm,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Very Low,< 1.20 t m-3,VL < 1.20 t m-3,4.8499999046326,,0.55721497535706,,,,,,,,,,,,,,,,,,,,,,
0,3.0,1,75YR253,None,0,0,Abrupt,0-2 cm,A 0-2 cm,0.23199999332428,4.8299999237061,0.32190901041031,0.8580020070076,39.0,Sandy Loam,0400CC,Smooth,Nearly plane surface,None,0 %,N 0 %,,,,4.0300002098083,11.433206558228,2.7167799472809,,Platy,60.0,21.0,19.0,Non-plastic,No wire is formable,Weak,Very fine,< 1mm,VF < 1mm,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Very Low,< 1.20 t m-3,VL < 1.20 t m-3,4.8499999046326,,0.55721497535706,,,,,,,,,,,,,,,,,,,,,,
3,20.0,2,75YR53,,0,1,Abrupt,0-2 cm,A 0-2 cm,0.23199999332428,4.8299999237061,0.32190901041031,0.8580020070076,39.0,Sandy Loam,0400CC,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,4.0300002098083,11.433206558228,2.7167799472809,Sub angular,Sub-angular blocky,60.0,21.0,19.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Medium,2-5 mm,M 2-5 mm,Common,5-20,C 5-20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.8499999046326,,0.55721497535706,Siliceous stones,,,,,,,,,,,Coarse loamy,,,,,,,,,,
3,20.0,2,75YR53,,0,1,Abrupt,0-2 cm,A 0-2 cm,0.23199999332428,4.8299999237061,0.32190901041031,0.8580020070076,39.0,Sandy Loam,0400CC,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,4.0300002098083,11.433206558228,2.7167799472809,Sub angular,Sub-angular blocky,60.0,21.0,19.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Medium,2-5 mm,M 2-5 mm,Common,5-20,C 5-20,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.8499999046326,,0.55721497535706,Siliceous stones,,,,,,,,,,,Coarse loamy,,,,,,,,,,
0,20.0,1,75YR44,None,0,1,Clear,2-5 cm,C 2-5 cm,0.35499998927116,6.3200001716614,0.29151299595833,0.49752700328827,100.0,Sandy Loam,0400CT,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,3.2599999904633,14.847328186035,14.609700202942,Sub angular,Crumbly,58.0,24.0,18.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,3.7799999713898,,0.16392700374126,Siliceous stones,,,,,,,,,,,Fine loamy,,,,,,,,,,
20,40.0,2,75YR34,5YR44,0,1,Abrupt,0-2 cm,A 0-2 cm,0.25200000405312,7.0199999809265,0.19322100281715,0.58210599422455,91.0,Sandy Loam,0400CT,Irregular,Pockets more deep than wide,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,2.210000038147,16.088916778564,13.717800140381,Sub angular,Sub-angular blocky,59.0,24.0,17.0,Non-plastic,No wire is formable,Moderate,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.6500000953674,,0.089323498308659,Siliceous stones,Very few,0-2 %,VF 0-2 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Faint,Fine loamy,,,,,,,,,,
0,15.0,1,10YR22,None,1,1,Abrupt,0-2 cm,A 0-2 cm,0.45899999141693,5.7399997711182,0.16979855298996,3.2591800689697,100.0,Sandy Loam,0400FG,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,6-20 cm,Stones,S 6-20 cm,3.9400000572205,15.313492774963,11.447554588318,Flat/platy,Crumbly,73.0,17.0,10.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,5.2600002288818,,0.43098253011703,Sandstone,,,,,,,,,,,Fine loamy,,,,,,,,,,
0,20.0,1,10YR34,,0,1,Abrupt,0-2 cm,A 0-2 cm,0.51300001144409,5.2430000305176,1.1300393342972,1.277561545372,76.0,Clay Loam,0400GL,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,3.836699962616,11.442059516907,6.1717853546143,Angular,Granular,27.0,37.0,36.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Moderate,Fine,1-2mm,FI 1-2mm,Very fine,< 0.5 mm,VF < 0.5 mm,,,,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak to moderate,Show weak and moderate properties,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,5.3499999046326,,0.09553524106741,Shale,None,0 %,N 0 %,,,,,,,,Fine loamy,,,,,,,,,,
20,40.0,2,,,0,0,,,,,,,,,,0400GL,,,Dominant,> 80  %,D > 80  %,,,,,,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shale,,,,,,,,,,,,,,,,,,,,,
0,10.0,1,10YR21,None,1,1,Clear,2-5 cm,C 2-5 cm,1.4333000183105,5.6799998283386,0.58288997411728,7.5691304206848,98.0,,0410BA,Smooth,Nearly plane surface,None,0 %,N 0 %,,,,19.569999694824,40.035095214844,30.741437911987,,Sub-angular blocky,,,,,,Weak,Medium,10-20mm,ME 10-20mm,Medium,2-5 mm,M 2-5 mm,Few,2-5,F 2-5,0,No reaction,,,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,19.566699981689,39.125499725342,0.27368375658989,,,,,,,,,,,,,,,,,,,,,,
10,30.0,2,10YR22,None,1,1,Abrupt,0-2 cm,A 0-2 cm,1.1032999753952,5.8769998550415,0.29198959469795,4.5370478630066,100.0,,0410BA,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,23.670000076294,45.833160400391,53.641723632812,Angular,Angular blocky,,,,,,Moderate,Medium,10-20mm,ME 10-20mm,Coarse,> 5 mm,C > 5 mm,Few,2-5,F 2-5,0,No reaction,,,Moderate to strong,Show moderate and strong properties,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,23.666700363159,41.308399200439,0.33626434206963,Siliceous stones,,,,,,,,,,,,,,,,,,,,,
30,999.0,3,,75YR58,0,1,,,,0.041000001132488,5.4670000076294,0.1061272546649,0.490667283535,24.0,Loam,0410BA,,,Many,15-40 %,M 15-40 %,6-20 cm,Stones,S 6-20 cm,0.83869999647141,4.760537147522,0.46678119897842,Angular,Massive ,39.0,49.0,12.0,,,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Very few,1-20,V 1-20,0,No reaction,,,,,,,,0.99169999361038,,0.092797331511974,Siliceous stones,Few,2-5 %,F 2-5 %,> 2 mm,Diffuse,D > 2 mm,Medium,6-20mm,M 6-20mm,Distinct,,,,,,,,,,,
5,16.0,2,75YR252,,0,1,Abrupt,0-2 cm,A 0-2 cm,1.4099999666214,4.460000038147,0.76896214485168,4.2468523979187,67.0,Clay Loam,0410BT,Wavy,Pockets less deep than wide,None,0 %,N 0 %,,,,24.299999237061,19.206592559814,6.8016228675842,,Massive ,35.0,33.0,32.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,26.799999237061,3.7281000614166,0.99950528144836,,,,,,,,,,,,,,,,,,,,,,
0,4.0,1,75YR32,None,1,0,Abrupt,0-2 cm,A 0-2 cm,2.086699962616,4.1599998474121,3.2937529087067,6.6987276077271,92.0,,0410CV,Smooth,Nearly plane surface,None,0 %,N 0 %,,,,40.669998168945,28.988544464111,16.598276138306,,Platy,,,,,,Weak,,,,,,,,,,,,,,Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,40.666698455811,85.679298400879,0.079999998211861,,,,,,,,,,,,,,,,,,,,,,
4,20.0,2,10YR21,None,1,1,Abrupt,0-2 cm,A 0-2 cm,1.3967000246048,3.7070000171661,1.6471266746521,3.7787845134735,44.0,,0410CV,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,28.770000457764,22.734884262085,4.4330525398254,Angular,Massive ,,,,,,,,,,Fine,0.5-2 mm,F 0.5-2 mm,,,,,,,,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,28.766700744629,51.518001556396,0.079999998211861,Quartzite,,,,,,,,,,,,,,,,,,,,,
20,999.0,3,10YR43,,0,0,,,,0.066299997270107,3.8029999732971,0.058560073375702,0.081051282584667,11.0,Sandy Loam,0410CV,,,Abundant,40-80 %,A 40-80 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,1.1232999563217,2.9531230926514,0.093387752771378,Angular,Massive ,68.0,26.0,6.0,,,,,,,,,,,,,,,,,,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,1.3933000564575,,0.079999998211861,Quartzite,,,,,,,,,,,Coarse loamy,,,,,,,,,,
0,22.0,1,10YR22,None,1,1,Abrupt,0-2 cm,A 0-2 cm,0.63099998235703,5.0100002288818,0.19121351838112,0.93753600120544,38.0,Sandy Loam,0460KK,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,6-20 cm,Stones,S 6-20 cm,9.6700000762939,9.5364723205566,2.0900700092316,Angular,Crumbly,72.0,16.0,12.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,11.60000038147,,0.38195219635963,Granite,,,,,,,,,,,Coarse loamy,,,,,,,,,,
0,28.0,1,10YR34,None,1,1,Clear,2-5 cm,C 2-5 cm,0.4612999856472,5.3070001602173,0.16850745677948,1.0471098423004,82.0,Loam,0460KW,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,2-6 mm,Fine gravels,F 2-6 mm,4.1433000564575,12.012612342834,8.5959186553955,Flat/platy,Angular blocky,42.0,32.0,26.0,Non-plastic,No wire is formable,Moderate,Very fine,< 5mm,VF < 5mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,4.9099998474121,,0.079999998211861,Shale,,,,,,,,,,,Coarse loamy,,,,,,,,,,
28,,2,5YR34,None,0,1,,,,0.19830000400543,5.9829998016357,0.036386642605066,0.28410589694977,90.0,Loam,0460KW,,,Dominant,> 80  %,D > 80  %,6mm -2 cm,Medium gravels,M 6mm - 2cm,1.2933000326157,7.8150234222412,6.5957164764404,Angular,Crumbly,50.0,37.0,13.0,Non-plastic,No wire is formable,Moderate,,,,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,,,,2.3866999149323,,0.079999998211861,Shale,,,,,,,,,,,Fine loamy,,,,,,,,,,
0,6.0,1,10YR33,None,1,1,Abrupt,0-2 cm,A 0-2 cm,0.58829998970032,5.2529997825623,0.25559115409851,1.6825060844421,100.0,Sandy Loam,0460KY,Irregular,Pockets more deep than wide,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,5.7567000389099,10.588103294373,8.6715660095215,Angular,Sub-angular blocky,59.0,25.0,16.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Medium,2-5 mm,M 2-5 mm,Few,2-5,F 2-5,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,6.6700000762939,,0.22526308894157,Sandstone,,,,,,,,,,,Fine loamy,,,,,,,,,,
6,,2,,,0,0,,,,,,,,,,0460KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9.0,1,10YR21,None,1,1,Abrupt,0-2 cm,A 0-2 cm,1.0099999904633,6.5999999046326,0.41581255197525,5.9584083557129,100.0,Loam,0460RN,Irregular,Pockets more deep than wide,Few,2-5 %,F 2-5 %,2-6 cm,Coarse gravels,C 2-6 cm,13.10000038147,43.455924987793,38.026653289795,Sub angular,Crumbly,43.0,37.0,20.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,13.699999809265,,0.51235377788544,Limestone,,,,,,,,,,,Coarse loamy,,,,,,,,,,
0,8.0,1,10YR42,,0,0,Diffuse,> 15 cm,D > 15 cm,0.28000000119209,5.6999998092651,,,0.0,,0500KG,Smooth,Nearly plane surface,,,,,,,3.7999999523163,25.60000038147,,,Crumbly,61.0,26.0,13.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Very fine,< 1mm,VF < 1mm,,,,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30.0,2,10YR42,,0,0,Clear,2-5 cm,C 2-5 cm,0.20999999344349,5.8000001907349,,,0.0,,0500KG,Smooth,Nearly plane surface,,,,,,,2.4000000953674,16.10000038147,,,Crumbly,67.0,22.0,11.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Very fine,< 1mm,VF < 1mm,,,,Common,50-200,C 50-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,43.0,3,10YR71,,0,0,Clear,2-5 cm,C 2-5 cm,,6.1999998092651,,,0.0,,0500KG,Smooth,Nearly plane surface,,,,,,,0.40000000596046,6.1999998092651,,,Single Grain ,93.0,4.0,3.0,,,,,,,,,,Few,20-50,F 20-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,69.0,4,10YR51,10YR76,0,0,Clear,2-5 cm,C 2-5 cm,,6.5999999046326,,,0.0,,0500KG,Smooth,Nearly plane surface,,,,,,,0.40000000596046,6.4000000953674,,,Single Grain ,93.0,4.0,3.0,,,,,,,,,,Common,50-200,C 50-200,,,,,,,,,,,,,,Common,5-15 %,C 5-15 %,,,,Fine,2-6mm,F 2-6mm,Distinct,,,,,,,,,,,
69,102.0,5,10YR72,,0,0,Diffuse,> 15 cm,D > 15 cm,,7.0999999046326,,,0.0,,0500KG,Smooth,Nearly plane surface,,,,,,,0.10000000149012,3.5999999046326,,,Single Grain ,97.0,1.0,2.0,,,,,,,,,,Few,20-50,F 20-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,127.0,6,10YR72,25YR46,0,0,,,,,7.5,,,0.0,,0500KG,,,,,,,,,0.10000000149012,3.0,,,Single Grain ,95.0,4.0,1.0,,,,,,,,,,,,,2-5 %,Visible,,,,,,,,,,,,Very few,0-2 %,VF 0-2 %,,,,,,,Prominent,,,,,,,,,,,
0,25.0,1,10YR32,10YR54,0,0,Clear,2-5 cm,C 2-5 cm,0.25999999046326,7.3000001907349,,,0.0,,0500KK,Smooth,Nearly plane surface,,,,,,,3.8599998950958,12.800000190735,,,Crumbly,1.5,74.599998474121,23.89999961853,,,Weak,Medium,2-5mm,ME 2-5mm,,,,Many,> 200,M > 200,,,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,,,,,,,,Few,2-5 %,F 2-5 %,,,,Fine,2-6mm,F 2-6mm,Distinct,,,,,,,,,,,
25,53.0,2,25Y52,,0,0,Clear,2-5 cm,C 2-5 cm,0.15000000596046,7.8000001907349,,,0.0,,0500KK,Smooth,Nearly plane surface,,,,,,,1.6799999475479,10.800000190735,,,Massive ,3.2000000476837,69.900001525879,26.89999961853,,,,,,,,,,Few,20-50,F 20-50,,,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,74.0,3,5Y41,5YR34,0,0,Clear,2-5 cm,C 2-5 cm,0.070000000298023,8.0,,,0.0,,0500KK,Smooth,Nearly plane surface,,,,,,,1.0800000429153,3.5999999046326,,,Massive ,73.599998474121,17.10000038147,9.3000001907349,,,,,,,,,,,,,,,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,,,,,,,,Common,5-15 %,C 5-15 %,> 2 mm,Diffuse,D > 2 mm,Coarse,> 20mm,A >20mm,,,,,,,,,,,,
74,91.0,4,5Y41,,0,0,,,,0.17000000178814,8.3000001907349,,,0.0,,0500KK,,,,,,,,,1.5599999427795,9.8000001907349,,,,2.7000000476837,68.800003051758,28.5,,,,,,,,,,,,,,,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30.0,1,10YR43,10YR56,0,1,Abrupt,0-2 cm,A 0-2 cm,0.16529999673367,6.3699998855591,0.23863549530506,1.3371398448944,100.0,Sandy Loam,0500LG,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,6-20 cm,Stones,S 6-20 cm,1.1966999769211,9.3390884399414,7.563588142395,Rounded,Sub-angular blocky,58.0,27.0,15.0,Non-plastic,No wire is formable,Moderate,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,,,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.5633000135422,,0.20926779508591,Siliceous stones,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Distinct,Coarse loamy,,,,,,,,,,
30,50.0,2,25Y52,10YR56,0,1,Gradual,5-15 cm,G 5-15 cm,0.12430000305176,7.4130001068115,0.12403193861246,1.6419422626495,94.0,Clay Loam,0500LG,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.77069997787476,15.983031272888,12.506947517395,Rounded,Angular blocky,29.0,38.0,33.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Weak,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Very few,1-20,V 1-20,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.98699998855591,,0.69142466783524,Siliceous stones,Many,15-40 %,M 15-40 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
50,80.0,3,5Y51,10YR58,0,0,,,,0.045699998736382,7.4829998016357,0.17316895723343,0.8687419295311,94.0,Loam,0500LG,,,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.36930000782013,8.7365608215332,6.7997050285339,Rounded,,42.0,40.0,18.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,,,,,,,,,,,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.48769998550415,,0.353335916996,Siliceous stones,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Prominent,Coarse silty,Coarse,> 20mm,A >20mm,,,,,,,
